# N jobs:
30
# M tools:
60
# K slots:
10

List of jobs:
11, 22, 13, 7, 5, 28, 1
1, 14, 40, 28, 46, 32
20, 3, 57, 58
5, 0, 14, 51, 35
29
16, 55, 5, 17
35, 13, 56, 4, 57, 5
48, 41, 26, 21, 8, 51, 36, 32
20, 32, 47, 52, 27, 14, 37, 54, 55
10, 8, 11, 36, 31, 12, 27, 14
34, 30, 37
22, 11, 37, 4
5, 31, 38, 35, 0
24, 52, 40, 53
52, 12, 26, 7
8, 24, 13
49, 5, 54, 33, 14, 10, 24, 6, 30
26, 46
1, 57, 27, 21, 47, 5
19, 36, 43, 38
2, 16, 42
10, 17, 20, 22, 32, 16, 23, 21, 52, 2
13, 0, 17, 16, 34, 44
2, 32, 40, 48, 46, 5
10, 16, 20, 22, 47, 7, 48, 42
28, 27, 38, 5
30, 46, 37, 32, 38, 54, 8
16, 33, 32, 36, 39, 19, 25, 37, 30, 5
54, 23, 5, 43, 33, 31, 27, 15, 2
4, 45, 25

Setup costs:
0, 5, 6, 3, 4, 4, 3, 3, 4, 4, 4, 6, 4, 4, 6, 4, 2, 6, 4, 3, 6, 5, 5, 5, 3, 3, 5, 6, 6, 6, 4, 6, 3, 4, 4, 3, 6, 6, 4, 5, 5, 2, 6, 5, 4, 6, 5, 5, 1, 4, 3, 2, 5, 3, 3, 5, 4, 4, 5, 5
8, 0, 5, 5, 4, 4, 6, 4, 4, 5, 4, 5, 5, 3, 4, 4, 1, 5, 5, 3, 2, 5, 2, 4, 2, 3, 5, 6, 5, 4, 3, 5, 4, 4, 3, 6, 5, 4, 3, 5, 6, 6, 6, 4, 4, 5, 3, 4, 6, 4, 4, 4, 5, 4, 5, 4, 4, 4, 4, 4
7, 2, 0, 3, 3, 2, 6, 5, 4, 3, 4, 4, 2, 3, 4, 3, 3, 5, 4, 4, 4, 4, 2, 4, 4, 3, 3, 4, 5, 2, 4, 5, 2, 4, 3, 5, 5, 4, 3, 4, 4, 4, 1, 3, 1, 4, 5, 1, 6, 4, 2, 2, 5, 2, 2, 4, 3, 4, 5, 4
7, 3, 4, 0, 4, 4, 6, 4, 3, 5, 4, 6, 4, 3, 5, 3, 3, 5, 5, 3, 5, 6, 3, 5, 4, 3, 3, 4, 5, 6, 5, 4, 1, 4, 2, 4, 3, 4, 4, 3, 5, 6, 5, 5, 2, 5, 6, 3, 4, 4, 3, 4, 6, 4, 3, 4, 2, 1, 4, 3
6, 6, 5, 4, 0, 5, 5, 5, 4, 5, 4, 2, 5, 2, 4, 3, 4, 4, 4, 4, 6, 2, 3, 5, 4, 5, 3, 4, 4, 6, 5, 3, 5, 4, 5, 5, 5, 5, 4, 3, 5, 7, 5, 1, 4, 4, 3, 4, 7, 3, 5, 5, 5, 5, 4, 4, 2, 4, 3, 5
6, 5, 5, 3, 4, 0, 5, 5, 4, 3, 3, 2, 1, 2, 4, 3, 4, 4, 4, 4, 6, 3, 3, 5, 4, 3, 2, 3, 4, 5, 4, 4, 4, 4, 4, 4, 6, 5, 4, 3, 5, 3, 4, 1, 3, 3, 3, 4, 7, 4, 4, 4, 5, 2, 4, 3, 2, 4, 5, 4
6, 6, 4, 3, 4, 3, 0, 5, 5, 4, 3, 3, 1, 2, 4, 3, 2, 4, 4, 3, 6, 3, 3, 5, 3, 3, 2, 3, 4, 5, 4, 3, 4, 1, 5, 4, 5, 3, 5, 4, 5, 3, 4, 2, 5, 4, 4, 4, 4, 4, 5, 4, 5, 4, 3, 3, 3, 4, 3, 5
7, 5, 6, 5, 5, 5, 6, 0, 5, 6, 5, 6, 5, 5, 5, 5, 5, 6, 6, 5, 3, 2, 3, 5, 5, 4, 4, 5, 6, 6, 6, 3, 6, 4, 4, 8, 6, 5, 4, 6, 3, 7, 6, 5, 5, 4, 4, 5, 7, 5, 5, 6, 5, 6, 5, 5, 5, 5, 6, 5
7, 4, 2, 2, 5, 4, 4, 1, 0, 4, 5, 4, 4, 4, 6, 5, 4, 6, 2, 5, 4, 3, 4, 6, 3, 4, 4, 3, 6, 4, 4, 3, 3, 4, 4, 4, 4, 6, 5, 2, 4, 3, 3, 3, 3, 5, 5, 3, 6, 1, 4, 4, 3, 4, 4, 5, 4, 2, 5, 5
6, 5, 4, 4, 5, 3, 6, 5, 5, 0, 4, 5, 4, 4, 5, 4, 2, 3, 4, 5, 4, 4, 5, 7, 3, 3, 5, 6, 4, 6, 4, 3, 3, 1, 4, 3, 5, 3, 6, 5, 5, 2, 5, 4, 4, 6, 4, 5, 4, 4, 5, 5, 5, 3, 3, 3, 4, 4, 3, 5
