# N jobs:
30
# M tools:
60
# K slots:
10

List of jobs:
53, 27, 44
30, 58, 36
31, 45, 20, 30, 35
39, 11, 27, 18, 33, 49, 55, 48, 37
42, 19, 47, 33, 7
41, 3, 10
56
11, 0, 42, 58, 30, 21, 26, 32
55, 13, 35
14, 40, 21
32, 50, 19, 37, 57
9
50, 0, 10, 13, 20
15, 43
26, 14, 23, 25, 52, 3, 22, 12
44, 54, 55, 35, 50, 29, 48
45, 26, 37, 16, 35, 32, 48
36, 49, 13, 12
41, 49, 44, 53, 3, 42, 29, 52
17, 24, 27, 36
48, 30, 14, 21, 46, 25, 31, 45, 11, 2
14, 47, 19, 33
47, 33, 42, 2
20, 52, 54, 33, 30, 43, 46, 31
35, 13, 8, 51
51, 47, 17, 0, 24, 45, 42, 39
45, 25, 31, 15, 34
24, 7, 26, 2, 33, 25, 47
14, 16, 49, 41, 4, 11
2, 39

Setup costs:
0, 4, 1, 5, 4, 4, 1, 2, 4, 5, 5, 5, 6, 4, 3, 5, 4, 3, 4, 3, 3, 4, 3, 5, 2, 5, 5, 2, 5, 2, 5, 4, 2, 4, 5, 5, 5, 5, 3, 5, 3, 5, 5, 3, 5, 6, 3, 3, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3
5, 0, 3, 5, 4, 3, 6, 5, 4, 6, 4, 6, 4, 6, 5, 5, 4, 5, 6, 6, 5, 5, 1, 5, 4, 5, 6, 5, 7, 4, 3, 6, 6, 2, 7, 5, 5, 4, 5, 6, 5, 3, 6, 6, 3, 6, 6, 5, 4, 5, 5, 4, 6, 5, 4, 7, 6, 6, 4, 5
4, 5, 0, 4, 3, 3, 4, 4, 3, 5, 4, 4, 5, 3, 2, 4, 3, 2, 3, 5, 4, 3, 4, 4, 1, 4, 4, 4, 4, 1, 5, 3, 3, 3, 4, 4, 4, 4, 2, 4, 3, 4, 4, 5, 4, 5, 5, 2, 4, 4, 4, 3, 3, 3, 3, 4, 3, 6, 3, 2
3, 5, 2, 0, 4, 3, 3, 4, 5, 2, 3, 6, 5, 4, 4, 3, 4, 3, 2, 5, 5, 2, 4, 3, 3, 4, 2, 4, 3, 2, 4, 4, 4, 3, 5, 2, 1, 5, 3, 4, 5, 4, 5, 1, 3, 4, 5, 3, 4, 5, 3, 4, 2, 4, 5, 3, 5, 6, 4, 4
3, 4, 3, 4, 0, 4, 3, 1, 6, 4, 5, 5, 7, 3, 5, 5, 5, 1, 4, 5, 4, 4, 5, 4, 4, 3, 4, 4, 4, 3, 4, 4, 5, 5, 4, 5, 5, 5, 4, 5, 4, 6, 4, 2, 5, 6, 5, 4, 5, 5, 2, 4, 5, 5, 4, 3, 5, 6, 2, 3
2, 4, 3, 5, 4, 0, 3, 3, 5, 5, 1, 4, 6, 5, 4, 3, 1, 5, 4, 5, 4, 2, 2, 2, 4, 3, 4, 4, 5, 4, 4, 6, 3, 4, 4, 3, 4, 5, 5, 4, 2, 5, 4, 4, 3, 5, 4, 5, 4, 3, 2, 4, 3, 3, 4, 4, 4, 6, 3, 3
3, 3, 3, 5, 5, 3, 0, 3, 6, 5, 4, 5, 6, 4, 4, 5, 4, 5, 3, 2, 2, 4, 2, 5, 3, 4, 5, 1, 4, 4, 4, 5, 5, 4, 5, 4, 4, 6, 5, 6, 2, 5, 5, 4, 4, 5, 2, 5, 5, 3, 3, 5, 3, 5, 4, 4, 4, 3, 4, 3
4, 5, 2, 4, 4, 3, 4, 0, 5, 3, 4, 4, 6, 2, 4, 4, 4, 3, 3, 4, 3, 3, 4, 3, 3, 5, 5, 4, 3, 2, 3, 3, 4, 4, 3, 4, 5, 4, 3, 4, 3, 5, 4, 1, 4, 5, 4, 3, 4, 4, 4, 3, 4, 4, 3, 2, 5, 5, 4, 2
3, 4, 4, 5, 4, 3, 4, 5, 0, 6, 4, 7, 7, 6, 4, 6, 4, 5, 6, 5, 5, 5, 1, 5, 4, 5, 4, 4, 3, 5, 3, 6, 5, 6, 7, 6, 5, 5, 5, 7, 5, 6, 6, 6, 3, 6, 5, 6, 4, 1, 5, 4, 6, 4, 4, 7, 4, 3, 2, 6
4, 4, 3, 4, 4, 3, 1, 4, 4, 0, 4, 4, 4, 3, 2, 4, 4, 4, 3, 3, 3, 3, 3, 5, 1, 4, 3, 2, 3, 3, 3, 4, 4, 2, 5, 1, 2, 4, 3, 5, 3, 3, 4, 5, 4, 5, 3, 4, 3, 4, 3, 4, 4, 3, 3, 4, 5, 4, 4, 2
