# N jobs:
30
# M tools:
60
# K slots:
10

List of jobs:
45, 46, 43, 3, 48
31, 55, 27, 17, 51, 6
14, 54, 15, 27, 21, 22, 45, 51, 52
7, 50, 18, 58, 23
50, 29, 17, 43, 40, 9
25, 4, 18
4, 19, 29, 6, 14, 3, 13
14, 32, 39, 22, 16, 54, 24, 27
13, 1, 7, 24, 19, 11, 2
6, 54, 20, 52, 12, 0
10, 21, 24, 16, 32, 51
3, 35, 28, 55, 16, 23, 10, 38
3, 9, 43, 4, 16, 50, 31, 20, 2, 23
55, 35, 23, 31, 32, 24, 43, 52
35, 58, 45
32, 5
44, 40, 6, 45, 39, 16, 8, 55
30, 37, 32
55, 33, 34, 25, 42, 20, 36, 1, 2
39, 58, 22, 13, 42
32, 24, 16
36, 34, 10, 23, 44, 25, 26, 6, 52
8, 18, 7, 21
23, 8, 35, 22, 47
52, 20, 1, 10, 11, 48, 27, 13, 26, 12
28, 31, 35, 45, 13, 16, 10
27, 53
49, 32, 19
39, 23, 58, 0, 53, 14, 51, 52, 33, 29
54, 42, 27

Setup costs:
0, 6, 4, 6, 6, 7, 7, 6, 1, 4, 5, 5, 4, 5, 4, 4, 3, 6, 5, 4, 5, 5, 6, 6, 3, 2, 5, 6, 6, 5, 3, 5, 7, 4, 5, 4, 7, 6, 3, 4, 5, 3, 4, 5, 4, 4, 6, 6, 3, 5, 5, 5, 5, 6, 4, 7, 4, 5, 3, 3
3, 0, 3, 3, 4, 6, 4, 4, 4, 4, 1, 3, 3, 3, 5, 4, 5, 3, 4, 4, 4, 1, 4, 5, 2, 4, 4, 4, 4, 6, 3, 3, 4, 3, 4, 3, 4, 2, 4, 5, 4, 4, 2, 5, 3, 3, 2, 4, 2, 3, 5, 4, 5, 5, 3, 1, 2, 3, 4, 4
4, 6, 0, 6, 5, 6, 6, 5, 4, 3, 5, 4, 4, 4, 3, 1, 2, 5, 5, 3, 4, 4, 5, 5, 2, 1, 5, 5, 4, 5, 4, 4, 5, 3, 5, 4, 5, 5, 6, 2, 4, 4, 3, 7, 3, 4, 6, 4, 6, 4, 4, 4, 2, 5, 3, 6, 3, 4, 3, 5
3, 5, 1, 0, 3, 3, 6, 4, 4, 3, 4, 3, 4, 2, 4, 2, 3, 4, 3, 3, 4, 4, 4, 5, 3, 2, 2, 3, 4, 3, 2, 3, 3, 2, 4, 3, 5, 2, 5, 3, 1, 4, 4, 2, 4, 5, 2, 4, 5, 5, 4, 5, 2, 2, 3, 4, 4, 3, 4, 6
3, 7, 3, 5, 0, 3, 9, 3, 2, 4, 6, 4, 6, 5, 4, 4, 5, 6, 3, 5, 6, 4, 2, 5, 5, 4, 3, 4, 4, 5, 4, 5, 5, 4, 2, 4, 5, 5, 6, 4, 3, 5, 5, 4, 6, 2, 5, 4, 5, 7, 4, 2, 4, 2, 5, 6, 3, 5, 3, 6
4, 7, 3, 7, 6, 0, 8, 5, 4, 2, 7, 3, 5, 5, 3, 4, 5, 3, 6, 5, 3, 1, 6, 6, 5, 4, 5, 4, 5, 7, 3, 7, 4, 6, 5, 5, 4, 7, 5, 5, 6, 4, 4, 7, 6, 6, 6, 4, 7, 6, 5, 7, 5, 5, 4, 8, 6, 3, 4, 6
3, 6, 5, 4, 4, 7, 0, 2, 2, 4, 5, 1, 4, 4, 4, 4, 4, 5, 3, 4, 5, 4, 5, 4, 4, 5, 5, 5, 4, 4, 4, 4, 6, 3, 1, 6, 5, 4, 5, 3, 5, 2, 3, 3, 4, 4, 6, 3, 3, 4, 4, 5, 5, 6, 5, 6, 4, 4, 5, 4
3, 5, 4, 3, 4, 6, 7, 0, 3, 2, 4, 3, 5, 5, 2, 5, 3, 5, 2, 2, 4, 5, 5, 5, 5, 4, 3, 4, 3, 4, 5, 4, 4, 4, 5, 4, 4, 2, 5, 1, 4, 4, 5, 5, 5, 2, 5, 4, 5, 5, 3, 5, 4, 5, 3, 6, 3, 3, 3, 6
3, 5, 6, 8, 5, 6, 7, 6, 0, 5, 4, 6, 7, 6, 4, 6, 6, 8, 6, 6, 7, 6, 5, 8, 5, 5, 4, 5, 7, 8, 2, 6, 6, 5, 5, 6, 8, 7, 6, 7, 4, 6, 6, 7, 6, 4, 7, 7, 3, 6, 4, 6, 5, 5, 6, 6, 5, 6, 5, 6
2, 6, 5, 5, 4, 7, 6, 4, 2, 0, 6, 1, 4, 4, 1, 3, 5, 4, 4, 5, 5, 3, 4, 6, 4, 4, 3, 2, 3, 6, 4, 5, 6, 4, 3, 3, 6, 5, 3, 4, 5, 2, 3, 5, 5, 4, 6, 2, 5, 4, 4, 5, 4, 5, 5, 6, 4, 1, 2, 5
2, 1, 4, 4, 3, 5, 3, 4, 3, 4, 0, 4, 3, 4, 4, 4, 4, 4, 3, 5, 3, 2, 3, 4, 1, 4, 3, 3, 4, 5, 3, 2, 5, 4, 3, 4, 5, 3, 4, 5, 3, 5, 3, 5, 2, 2, 3, 4, 1, 2, 4, 5, 4, 4, 2, 2, 1, 4, 4, 3
4, 5, 5, 6, 4, 6, 7, 6, 1, 3, 5, 0, 3, 3, 4, 3, 5, 5, 5, 4, 5, 5, 5, 6, 3, 6, 5, 5, 5, 6, 3, 4, 6, 3, 5, 6, 6, 6, 5, 4, 4, 1, 2, 7, 4, 5, 5, 4, 4, 3, 3, 4, 4, 5, 4, 5, 5, 3, 5, 4
3, 4, 5, 5, 3, 6, 4, 6, 4, 4, 5, 3, 0, 2, 5, 4, 6, 4, 3, 7, 6, 4, 5, 6, 5, 5, 3, 4, 4, 7, 6, 6, 6, 6, 5, 3, 5, 6, 4, 5, 5, 4, 1, 6, 6, 5, 2, 3, 5, 6, 6, 5, 5, 2, 6, 5, 5, 2, 5, 6
5, 5, 6, 7, 3, 6, 8, 6, 3, 4, 6, 5, 4, 0, 5, 6, 6, 2, 6, 5, 7, 5, 5, 5, 6, 5, 6, 6, 5, 7, 5, 5, 5, 4, 5, 4, 4, 7, 6, 5, 6, 6, 3, 7, 6, 5, 6, 5, 6, 8, 6, 5, 7, 5, 7, 4, 6, 4, 3, 6
1, 7, 5, 6, 6, 6, 5, 6, 2, 2, 6, 3, 4, 6, 0, 4, 4, 6, 6, 5, 6, 5, 6, 7, 4, 3, 5, 4, 5, 6, 3, 5, 6, 4, 5, 2, 6, 7, 4, 3, 4, 2, 5, 6, 5, 5, 5, 4, 4, 4, 5, 6, 5, 5, 5, 6, 5, 3, 1, 4
