# N jobs:
30
# M tools:
60
# K slots:
10

List of jobs:
23, 51, 53, 42, 35, 49, 46
24, 40, 51, 10, 52, 0, 13, 30, 54
3
22, 46, 32
53, 0, 13
15, 56, 46
41, 22
25, 16, 29
18, 17, 28, 34, 20, 55
53, 37, 17, 50, 8, 19, 24, 58, 44
1, 48, 4, 35, 38, 13, 6, 7
40, 18, 25
40, 5, 6, 45
43, 10
14, 16, 23
48, 25, 58, 22, 21
16, 1, 50, 23, 51, 25
45, 14, 24, 38, 10, 53, 33, 47
2, 55, 58, 25, 24, 26
6, 21, 45
9, 31, 38, 40, 21, 2, 44, 16, 0, 5
21, 9, 57
13, 24, 40, 44, 10, 51
45, 15, 55, 31, 23, 20, 40
17, 29
39, 16, 18
58, 13, 54, 25, 29, 35
51, 0, 26
9, 1, 16, 32
1, 11, 23, 43, 32, 27

Setup costs:
0, 5, 7, 5, 5, 5, 5, 4, 4, 5, 4, 6, 6, 5, 1, 5, 6, 6, 5, 5, 6, 5, 5, 3, 3, 6, 2, 5, 4, 6, 4, 3, 2, 1, 8, 5, 5, 5, 5, 4, 6, 4, 4, 3, 6, 3, 2, 2, 4, 8, 5, 3, 5, 7, 3, 3, 4, 4, 5, 7
6, 0, 6, 5, 3, 4, 5, 7, 6, 3, 5, 6, 6, 5, 6, 6, 7, 6, 3, 4, 5, 5, 5, 6, 7, 5, 6, 4, 5, 5, 6, 4, 6, 7, 10, 6, 6, 5, 6, 7, 7, 5, 3, 7, 6, 7, 6, 6, 7, 7, 4, 7, 7, 3, 5, 7, 7, 4, 8, 7
2, 1, 0, 4, 3, 3, 3, 3, 3, 3, 2, 4, 4, 4, 2, 4, 3, 1, 4, 2, 2, 4, 5, 4, 1, 3, 4, 4, 3, 4, 2, 4, 2, 2, 8, 5, 5, 5, 4, 5, 3, 4, 3, 2, 4, 4, 3, 1, 2, 1, 3, 1, 4, 4, 2, 2, 3, 4, 2, 2
4, 3, 2, 0, 4, 4, 1, 4, 5, 5, 4, 3, 4, 4, 4, 1, 5, 3, 4, 4, 1, 4, 3, 2, 3, 2, 3, 5, 2, 2, 3, 5, 4, 4, 7, 5, 4, 5, 3, 4, 4, 4, 4, 3, 3, 3, 2, 2, 4, 3, 4, 3, 3, 6, 3, 4, 2, 4, 4, 4
4, 4, 3, 2, 0, 3, 3, 6, 6, 2, 5, 5, 6, 6, 5, 3, 6, 4, 6, 5, 3, 6, 5, 4, 4, 4, 5, 6, 4, 4, 5, 7, 5, 5, 9, 7, 6, 4, 5, 6, 4, 6, 5, 5, 3, 5, 4, 4, 5, 4, 5, 4, 5, 7, 5, 5, 4, 3, 5, 5
2, 6, 5, 3, 5, 0, 4, 3, 5, 7, 4, 6, 5, 4, 3, 4, 5, 6, 5, 5, 4, 4, 6, 5, 5, 5, 4, 3, 4, 5, 5, 5, 4, 3, 10, 6, 6, 4, 5, 6, 6, 5, 2, 5, 5, 5, 4, 4, 6, 6, 6, 5, 4, 6, 4, 5, 5, 3, 4, 5
4, 4, 4, 3, 5, 4, 0, 3, 4, 5, 4, 5, 6, 5, 3, 4, 5, 5, 4, 4, 3, 5, 6, 4, 2, 5, 3, 4, 3, 1, 2, 4, 4, 3, 7, 5, 6, 4, 2, 5, 3, 4, 3, 2, 5, 5, 4, 1, 3, 4, 3, 4, 4, 6, 2, 5, 5, 3, 4, 6
3, 3, 4, 3, 4, 2, 2, 0, 2, 4, 1, 3, 3, 3, 4, 2, 2, 4, 2, 3, 3, 2, 4, 3, 4, 3, 5, 5, 2, 3, 4, 3, 3, 4, 7, 3, 4, 4, 3, 3, 3, 2, 4, 4, 4, 2, 4, 3, 5, 5, 4, 4, 1, 3, 1, 4, 4, 3, 1, 4
3, 3, 4, 3, 3, 2, 3, 5, 0, 5, 4, 2, 2, 1, 3, 2, 4, 4, 2, 3, 3, 2, 5, 3, 4, 3, 3, 5, 4, 4, 2, 3, 2, 4, 7, 3, 5, 2, 2, 4, 3, 2, 4, 5, 5, 5, 4, 4, 4, 5, 3, 3, 1, 4, 5, 5, 4, 1, 5, 3
3, 5, 5, 3, 3, 1, 4, 4, 5, 0, 5, 4, 5, 5, 3, 4, 4, 6, 6, 6, 4, 5, 5, 3, 5, 5, 3, 4, 5, 5, 3, 5, 4, 4, 10, 6, 5, 2, 5, 4, 4, 5, 3, 6, 6, 5, 4, 5, 4, 6, 4, 5, 5, 7, 5, 5, 5, 1, 5, 6
