# N jobs:
10
# M tools:
50
# K slots:
15

List of jobs:
46, 23, 47
10, 11, 19, 33, 3, 32, 34, 42, 14, 30, 28
11, 12, 37, 10, 14, 48, 25, 29, 0, 21, 4, 32
22, 38, 13, 26, 48, 11
45, 39, 46, 17, 5, 48, 6, 4, 1, 41, 38, 26
46, 27, 44, 5, 43, 28, 9, 10, 8, 38, 48, 3, 32, 2, 21
38, 10, 8, 30, 3, 35, 22, 45, 46, 18, 11, 15, 44, 36, 26
20, 41, 25, 3, 19, 29, 48
36, 9, 7, 26, 29, 13
29, 1, 5, 38, 19, 41, 12

Setup costs:
0, 4, 3, 4, 5, 3, 4, 2, 4, 2, 4, 4, 5, 3, 5, 2, 5, 3, 4, 1, 4, 3, 5, 4, 5, 2, 7, 5, 5, 4, 4, 6, 6, 5, 1, 4, 3, 4, 5, 6, 2, 4, 3, 4, 5, 2, 3, 2, 4, 5
2, 0, 1, 3, 2, 4, 5, 3, 1, 3, 4, 5, 6, 3, 5, 4, 3, 3, 4, 3, 4, 3, 2, 3, 5, 4, 4, 7, 5, 4, 1, 6, 6, 4, 3, 5, 3, 5, 5, 2, 3, 5, 4, 4, 3, 3, 4, 1, 4, 5
5, 3, 0, 6, 5, 7, 5, 6, 4, 3, 5, 6, 7, 6, 7, 7, 6, 4, 5, 6, 5, 4, 5, 6, 6, 6, 6, 7, 6, 6, 4, 7, 7, 6, 6, 6, 5, 6, 6, 5, 6, 8, 7, 7, 6, 5, 4, 4, 5, 6
6, 4, 5, 0, 6, 6, 9, 7, 5, 7, 5, 7, 9, 7, 6, 8, 6, 5, 5, 7, 6, 6, 6, 7, 7, 7, 6, 7, 7, 5, 5, 8, 6, 6, 7, 6, 4, 6, 8, 6, 7, 6, 7, 5, 7, 7, 8, 5, 7, 4
3, 6, 5, 5, 0, 6, 7, 4, 4, 5, 3, 4, 4, 4, 4, 5, 5, 2, 3, 4, 2, 1, 4, 2, 4, 3, 6, 6, 3, 3, 3, 4, 6, 4, 4, 4, 2, 5, 3, 5, 3, 6, 5, 5, 5, 4, 4, 5, 2, 3
4, 5, 2, 4, 2, 0, 3, 4, 2, 4, 4, 2, 4, 1, 3, 3, 4, 4, 3, 5, 4, 3, 3, 4, 3, 2, 4, 5, 3, 5, 2, 5, 5, 4, 5, 5, 4, 2, 4, 3, 4, 1, 4, 4, 4, 4, 4, 5, 3, 3
5, 3, 4, 1, 4, 3, 0, 5, 2, 3, 4, 4, 6, 3, 6, 5, 6, 4, 2, 6, 4, 4, 2, 3, 5, 4, 6, 2, 1, 6, 4, 7, 2, 3, 6, 5, 5, 3, 6, 5, 3, 3, 6, 2, 4, 4, 4, 4, 5, 3
4, 6, 3, 5, 5, 4, 5, 0, 3, 4, 3, 3, 7, 4, 3, 3, 7, 2, 2, 4, 3, 5, 4, 5, 4, 1, 6, 6, 4, 2, 5, 5, 6, 3, 2, 3, 1, 5, 5, 7, 4, 5, 4, 4, 4, 5, 4, 5, 4, 5
4, 6, 6, 5, 2, 7, 7, 5, 0, 5, 5, 6, 6, 5, 6, 6, 5, 4, 5, 5, 4, 3, 4, 4, 6, 5, 8, 8, 5, 5, 5, 6, 8, 3, 5, 6, 4, 7, 5, 4, 4, 8, 7, 7, 5, 4, 5, 6, 3, 5
3, 4, 5, 3, 3, 5, 2, 4, 4, 0, 2, 3, 4, 3, 7, 5, 3, 1, 4, 3, 2, 1, 3, 4, 3, 3, 5, 4, 3, 4, 2, 4, 4, 5, 4, 3, 5, 5, 3, 5, 4, 5, 4, 4, 4, 2, 1, 4, 2, 3
4, 5, 4, 3, 4, 5, 4, 6, 3, 2, 0, 3, 6, 2, 8, 4, 5, 3, 4, 5, 4, 3, 1, 2, 4, 5, 6, 6, 3, 6, 3, 5, 4, 5, 5, 4, 6, 6, 5, 7, 2, 5, 2, 5, 6, 3, 3, 3, 4, 4
3, 4, 4, 5, 4, 3, 5, 5, 2, 4, 4, 0, 6, 3, 6, 4, 6, 3, 2, 4, 4, 4, 3, 4, 1, 4, 6, 6, 1, 3, 4, 3, 5, 3, 4, 4, 5, 3, 2, 6, 4, 3, 4, 2, 6, 4, 3, 5, 1, 3
6, 7, 4, 6, 4, 2, 5, 6, 4, 6, 6, 4, 0, 3, 5, 5, 6, 6, 5, 7, 6, 5, 5, 6, 5, 4, 6, 7, 5, 7, 4, 4, 6, 6, 7, 6, 6, 4, 6, 5, 6, 3, 5, 5, 6, 6, 6, 7, 5, 5
5, 6, 5, 6, 2, 6, 5, 6, 1, 3, 3, 5, 6, 0, 6, 5, 6, 3, 5, 5, 4, 3, 2, 3, 5, 5, 4, 5, 5, 5, 1, 6, 6, 4, 6, 5, 4, 4, 5, 5, 3, 6, 5, 5, 6, 4, 4, 4, 4, 2
1, 4, 4, 2, 5, 4, 5, 2, 4, 3, 5, 5, 4, 3, 0, 3, 6, 4, 4, 2, 4, 4, 5, 4, 4, 3, 7, 6, 3, 3, 4, 2, 4, 5, 2, 3, 3, 4, 5, 6, 3, 4, 3, 3, 1, 3, 4, 3, 5, 4
5, 4, 3, 2, 3, 1, 4, 4, 3, 4, 4, 3, 5, 2, 4, 0, 5, 3, 4, 3, 5, 4, 3, 2, 4, 3, 5, 6, 4, 5, 2, 4, 6, 5, 4, 3, 5, 2, 5, 4, 1, 2, 1, 2, 4, 2, 1, 4, 4, 3
6, 7, 6, 5, 6, 4, 6, 6, 5, 4, 6, 5, 8, 4, 7, 3, 0, 5, 6, 6, 6, 5, 3, 4, 6, 3, 8, 8, 6, 6, 5, 7, 7, 7, 2, 6, 7, 5, 7, 5, 4, 5, 4, 5, 7, 5, 4, 5, 6, 6
3, 6, 4, 3, 4, 5, 5, 3, 3, 3, 1, 2, 6, 2, 6, 4, 6, 0, 4, 2, 4, 3, 2, 3, 2, 4, 6, 7, 3, 4, 3, 4, 5, 5, 4, 5, 4, 5, 3, 7, 3, 5, 3, 4, 6, 4, 4, 3, 2, 4
4, 5, 3, 5, 3, 6, 5, 6, 1, 3, 2, 5, 6, 3, 7, 5, 6, 4, 0, 5, 2, 4, 2, 3, 5, 3, 7, 4, 3, 6, 4, 7, 6, 1, 5, 4, 5, 6, 6, 5, 2, 6, 4, 5, 5, 3, 4, 4, 4, 4
2, 5, 2, 5, 6, 4, 6, 1, 4, 4, 4, 4, 6, 5, 4, 4, 7, 3, 3, 0, 4, 5, 4, 5, 5, 2, 6, 7, 5, 3, 6, 6, 7, 4, 3, 4, 2, 6, 6, 7, 4, 5, 4, 5, 4, 4, 5, 1, 3, 4
6, 6, 5, 4, 3, 5, 5, 4, 2, 4, 4, 3, 7, 4, 7, 4, 7, 3, 2, 5, 0, 4, 3, 4, 4, 1, 5, 6, 1, 4, 2, 6, 6, 3, 6, 4, 5, 5, 5, 6, 4, 5, 5, 4, 3, 5, 5, 5, 4, 5
2, 6, 5, 5, 3, 5, 6, 3, 3, 4, 3, 4, 3, 3, 6, 4, 4, 3, 3, 3, 1, 0, 3, 4, 5, 2, 5, 5, 2, 3, 2, 3, 5, 4, 3, 4, 4, 4, 2, 4, 4, 5, 4, 4, 4, 4, 3, 4, 1, 2
3, 4, 3, 4, 3, 4, 3, 5, 2, 1, 3, 4, 5, 1, 7, 3, 4, 2, 3, 4, 3, 2, 0, 1, 3, 4, 5, 5, 4, 5, 2, 5, 4, 4, 4, 3, 5, 5, 4, 6, 1, 5, 4, 4, 5, 2, 2, 2, 3, 3
4, 4, 3, 4, 5, 5, 6, 4, 4, 4, 2, 3, 4, 3, 7, 5, 5, 1, 5, 3, 5, 4, 3, 0, 2, 5, 4, 8, 4, 4, 4, 4, 6, 5, 4, 3, 5, 5, 3, 6, 1, 5, 4, 4, 4, 2, 5, 4, 3, 5
2, 5, 5, 4, 4, 4, 4, 4, 3, 4, 3, 4, 7, 2, 6, 3, 7, 2, 4, 3, 3, 5, 4, 4, 0, 4, 5, 6, 3, 2, 3, 2, 4, 3, 3, 3, 4, 3, 1, 7, 4, 4, 3, 3, 6, 4, 4, 4, 4, 4
5, 5, 5, 5, 6, 4, 4, 5, 4, 6, 5, 2, 7, 5, 7, 5, 7, 5, 4, 4, 4, 6, 5, 6, 3, 0, 5, 6, 3, 3, 6, 5, 5, 5, 6, 3, 6, 4, 4, 7, 6, 4, 6, 3, 6, 6, 5, 5, 3, 4
