# N jobs:
20
# M tools:
40
# K slots:
10

List of jobs:
21, 18, 9, 1, 16, 4, 23, 22
8
31, 10, 21, 4, 36, 22, 29, 2
35, 0, 15, 4, 27, 18, 38
35, 37, 25, 20, 38, 21, 26, 4, 10, 28
10, 21, 31, 18, 36
25, 22, 0, 29, 30, 28, 24, 23, 13
32, 6, 26
24, 16, 23, 18, 6, 10, 29, 20, 38, 11
11, 37
13, 29, 33, 3, 38, 31, 4, 32, 18
10, 31, 29, 13, 2, 22, 21, 18, 25
10, 24, 34
27, 13, 0, 9, 35, 6, 31, 15, 38, 20
31, 27, 4, 5, 33, 2, 28, 20, 18, 25
24, 19, 31, 13
0, 3, 31, 22, 7
20, 18, 28, 14, 36, 6, 3, 16, 33, 2
17, 21
28, 24, 5, 26, 32, 3, 31, 13

Setup costs:
0, 4, 3, 3, 5, 6, 7, 5, 6, 4, 7, 8, 8, 2, 5, 5, 3, 3, 6, 4, 5, 3, 2, 5, 6, 5, 6, 6, 4, 3, 5, 4, 5, 4, 6, 6, 6, 4, 5, 5
4, 0, 6, 4, 2, 5, 5, 5, 4, 4, 5, 8, 4, 3, 3, 3, 3, 1, 6, 2, 4, 4, 5, 2, 3, 6, 4, 4, 5, 4, 3, 5, 4, 5, 3, 7, 3, 1, 6, 4
4, 5, 0, 6, 5, 4, 4, 6, 4, 5, 4, 6, 5, 6, 6, 4, 6, 4, 3, 5, 5, 6, 6, 5, 3, 5, 5, 5, 2, 5, 4, 1, 3, 4, 4, 3, 6, 4, 6, 5
4, 7, 6, 0, 2, 4, 4, 6, 4, 4, 4, 8, 5, 3, 2, 2, 6, 6, 6, 5, 3, 6, 5, 2, 3, 7, 5, 4, 5, 3, 3, 5, 3, 7, 3, 6, 3, 1, 2, 4
4, 5, 4, 5, 0, 5, 5, 5, 4, 2, 6, 7, 5, 4, 1, 3, 4, 4, 4, 4, 2, 4, 3, 4, 5, 6, 4, 2, 3, 2, 3, 3, 2, 5, 1, 5, 1, 3, 4, 2
5, 5, 4, 4, 5, 0, 5, 4, 3, 4, 3, 7, 6, 3, 4, 6, 2, 4, 6, 1, 6, 3, 5, 2, 4, 3, 7, 4, 4, 3, 2, 5, 5, 4, 5, 5, 6, 5, 5, 5
6, 4, 4, 5, 4, 4, 0, 5, 6, 3, 5, 9, 1, 6, 5, 5, 5, 5, 3, 4, 5, 2, 4, 4, 6, 3, 3, 6, 3, 3, 5, 5, 4, 3, 4, 5, 5, 5, 3, 4
6, 3, 2, 6, 4, 5, 5, 0, 4, 3, 6, 7, 6, 5, 5, 5, 4, 2, 4, 3, 5, 2, 1, 4, 5, 4, 5, 5, 3, 5, 4, 2, 4, 3, 5, 4, 5, 4, 6, 4
5, 4, 3, 7, 5, 6, 4, 4, 0, 4, 4, 7, 5, 6, 2, 4, 2, 3, 6, 4, 5, 3, 2, 2, 5, 5, 5, 1, 4, 3, 3, 4, 3, 4, 6, 6, 6, 4, 2, 5
6, 7, 5, 3, 5, 6, 3, 7, 7, 0, 4, 10, 4, 5, 5, 5, 5, 8, 2, 7, 6, 5, 7, 5, 5, 4, 6, 7, 6, 6, 6, 6, 5, 6, 6, 6, 5, 4, 5, 3
2, 4, 4, 3, 4, 4, 6, 5, 3, 3, 0, 8, 7, 4, 5, 4, 4, 4, 5, 4, 4, 4, 3, 4, 1, 4, 5, 4, 2, 4, 4, 4, 3, 3, 3, 2, 5, 4, 5, 4
4, 1, 1, 2, 2, 5, 5, 6, 4, 4, 5, 0, 5, 1, 3, 4, 4, 2, 4, 3, 1, 5, 5, 2, 3, 6, 5, 4, 3, 2, 3, 2, 4, 5, 3, 4, 3, 1, 4, 4
5, 3, 3, 5, 3, 3, 3, 4, 5, 2, 4, 8, 0, 5, 4, 4, 5, 4, 2, 4, 5, 1, 3, 3, 5, 3, 5, 5, 2, 3, 4, 4, 3, 2, 4, 4, 4, 4, 2, 3
5, 4, 7, 1, 3, 5, 5, 6, 4, 5, 5, 9, 6, 0, 3, 3, 4, 5, 4, 3, 3, 5, 6, 3, 4, 6, 6, 5, 6, 1, 3, 6, 4, 6, 4, 7, 4, 2, 3, 5
3, 7, 6, 6, 7, 8, 7, 4, 6, 7, 9, 10, 7, 5, 0, 6, 5, 6, 7, 4, 5, 6, 5, 5, 8, 8, 3, 7, 7, 4, 5, 6, 5, 7, 4, 8, 7, 6, 8, 5
7, 6, 6, 6, 6, 2, 2, 6, 5, 5, 5, 6, 3, 5, 6, 0, 4, 6, 5, 3, 1, 4, 6, 4, 6, 5, 5, 6, 5, 5, 4, 7, 6, 5, 6, 7, 6, 5, 5, 6
6, 5, 4, 5, 6, 7, 5, 2, 5, 2, 4, 5, 6, 5, 6, 7, 0, 4, 4, 3, 5, 4, 3, 4, 5, 6, 6, 6, 5, 1, 4, 4, 6, 5, 7, 6, 5, 6, 7, 5
7, 5, 5, 4, 5, 5, 6, 4, 3, 4, 6, 7, 7, 3, 4, 6, 2, 0, 6, 1, 5, 3, 4, 2, 7, 5, 3, 3, 4, 3, 2, 6, 5, 4, 4, 6, 6, 5, 5, 5
4, 5, 3, 4, 5, 5, 1, 6, 5, 4, 2, 8, 2, 3, 3, 4, 6, 6, 0, 5, 5, 3, 5, 5, 3, 2, 4, 6, 4, 4, 4, 4, 3, 4, 5, 4, 3, 4, 4, 5
6, 4, 4, 3, 4, 4, 5, 3, 2, 3, 5, 6, 6, 2, 3, 5, 1, 3, 5, 0, 5, 2, 4, 1, 6, 4, 6, 3, 3, 2, 1, 5, 4, 3, 4, 5, 5, 4, 4, 4
