# N jobs:
20
# M tools:
40
# K slots:
10

List of jobs:
10, 4, 36, 27
1, 26, 13, 35, 19, 4, 30, 16, 15
30, 31, 34, 26, 33, 13
29, 38, 21, 4, 22, 27
16, 28, 19
11, 26, 35, 18, 28, 5, 30
12, 9, 4, 31, 36, 30, 3, 35, 20, 27
4, 35, 9, 15
20, 29, 31, 14, 21, 1, 18, 16, 2
23, 5, 35, 29, 24, 10, 11, 25
30, 13, 11, 8, 37, 31, 1, 12, 25, 36
20, 19, 24, 2
12, 20, 8, 15, 9, 22, 16
36, 13, 3, 35, 32, 16, 10
1, 11, 10, 24, 14, 19, 23, 34, 31, 21
8, 24, 16, 20, 13, 26, 36, 7, 12
38, 6, 14, 3, 25, 0, 1, 34
17, 8, 9, 13, 26
38, 25, 20, 34, 27
22, 3, 27, 16, 34

Setup costs:
0, 7, 7, 7, 5, 6, 5, 8, 4, 7, 6, 7, 4, 6, 5, 4, 6, 5, 6, 6, 7, 4, 5, 9, 6, 8, 10, 2, 8, 6, 3, 7, 6, 3, 4, 7, 6, 5, 8, 6
6, 0, 3, 8, 7, 9, 8, 7, 7, 7, 8, 8, 6, 9, 4, 5, 6, 6, 6, 4, 9, 8, 5, 6, 7, 9, 8, 8, 7, 8, 8, 7, 5, 8, 10, 7, 6, 8, 9, 8
3, 2, 0, 6, 7, 8, 7, 4, 7, 4, 6, 5, 3, 6, 4, 2, 4, 3, 7, 1, 6, 7, 2, 7, 7, 8, 10, 5, 6, 7, 6, 5, 6, 6, 7, 8, 5, 8, 6, 5
5, 4, 6, 0, 7, 4, 2, 6, 5, 7, 7, 6, 4, 5, 4, 5, 4, 5, 4, 3, 3, 1, 5, 6, 6, 7, 10, 4, 6, 3, 5, 5, 3, 4, 3, 5, 3, 2, 6, 7
3, 2, 4, 4, 0, 3, 4, 4, 5, 3, 1, 4, 4, 5, 5, 3, 5, 2, 1, 4, 5, 3, 6, 5, 3, 3, 5, 5, 3, 5, 6, 4, 4, 5, 5, 2, 4, 3, 5, 2
3, 4, 3, 6, 5, 0, 6, 5, 5, 5, 3, 4, 4, 5, 6, 5, 7, 4, 3, 4, 7, 5, 5, 7, 5, 7, 9, 3, 5, 2, 4, 5, 6, 4, 7, 4, 6, 5, 2, 4
5, 2, 5, 6, 5, 2, 0, 4, 4, 5, 5, 4, 3, 5, 2, 4, 3, 4, 3, 1, 6, 4, 3, 7, 5, 5, 8, 2, 4, 1, 3, 4, 2, 3, 6, 4, 1, 5, 4, 5
6, 2, 5, 6, 3, 4, 7, 0, 6, 6, 4, 6, 4, 7, 4, 4, 6, 5, 4, 1, 2, 6, 5, 5, 6, 6, 8, 4, 5, 3, 5, 6, 7, 3, 8, 5, 6, 6, 6, 5
4, 5, 5, 3, 7, 6, 5, 4, 0, 3, 5, 4, 3, 5, 1, 2, 4, 3, 4, 4, 5, 4, 1, 7, 2, 4, 10, 6, 4, 5, 1, 5, 3, 3, 3, 5, 3, 2, 5, 2
2, 2, 3, 6, 5, 4, 5, 5, 6, 0, 4, 1, 4, 2, 3, 4, 6, 1, 5, 3, 2, 4, 4, 5, 5, 7, 10, 4, 4, 3, 5, 6, 6, 3, 5, 4, 5, 5, 2, 3
