# N jobs:
20
# M tools:
40
# K slots:
10

List of jobs:
18, 8, 5, 21
28, 35, 21
26, 31, 9
20, 13, 30, 3, 22, 25, 36, 0, 19, 5
18, 28, 37, 11, 12, 29
18, 16, 34, 38, 1, 23
6, 28, 17, 18, 26, 14, 35, 33, 11
0, 7, 35, 29
0, 28, 23, 27, 37, 32, 35
34, 18, 10, 19, 24, 13, 15, 35
7, 1, 21, 31, 6, 36, 33, 9, 30
31, 34, 10, 29, 4, 22
5, 28, 32
24, 1, 23, 10, 26, 12, 5, 34
16, 24, 5, 17, 15, 25, 31, 0, 1
1, 15, 5
36, 13, 3, 31, 32, 0, 28
17, 19, 24, 8
11, 35, 24
37, 20, 35, 36, 0

Setup costs:
0, 5, 5, 6, 2, 4, 3, 5, 3, 6, 6, 3, 1, 5, 2, 5, 4, 3, 6, 1, 3, 7, 3, 4, 3, 3, 3, 2, 4, 4, 4, 3, 5, 4, 6, 6, 2, 6, 4, 6
6, 0, 6, 4, 2, 8, 5, 7, 5, 7, 3, 5, 5, 3, 4, 6, 4, 5, 5, 3, 4, 6, 5, 6, 5, 5, 5, 6, 6, 5, 6, 4, 7, 3, 5, 7, 4, 7, 4, 2
5, 7, 0, 7, 6, 7, 7, 6, 4, 7, 8, 5, 3, 6, 6, 6, 6, 7, 7, 5, 4, 8, 6, 7, 4, 3, 6, 3, 5, 6, 7, 4, 6, 5, 7, 7, 2, 7, 6, 8
4, 6, 5, 0, 4, 7, 3, 6, 3, 7, 2, 4, 4, 2, 5, 5, 3, 6, 3, 4, 3, 2, 6, 5, 3, 2, 5, 5, 4, 4, 7, 2, 8, 1, 4, 6, 5, 5, 4, 5
6, 5, 7, 8, 0, 6, 5, 5, 5, 8, 7, 5, 5, 3, 4, 5, 4, 5, 7, 3, 5, 7, 3, 6, 5, 5, 5, 4, 4, 5, 4, 5, 7, 6, 8, 6, 4, 8, 2, 6
5, 4, 2, 7, 6, 0, 8, 8, 6, 9, 6, 7, 5, 2, 7, 5, 3, 7, 6, 6, 6, 9, 8, 7, 6, 5, 8, 5, 6, 4, 7, 6, 8, 7, 8, 6, 4, 9, 1, 5
5, 5, 2, 4, 3, 6, 0, 5, 2, 7, 6, 4, 3, 5, 7, 6, 5, 5, 5, 6, 4, 6, 6, 4, 4, 5, 6, 3, 3, 5, 7, 1, 7, 5, 7, 7, 4, 4, 5, 6
4, 5, 3, 6, 6, 1, 4, 0, 4, 4, 6, 7, 5, 3, 6, 6, 4, 5, 6, 5, 5, 2, 6, 4, 3, 5, 6, 4, 5, 5, 7, 4, 3, 4, 3, 3, 5, 7, 2, 6
6, 3, 6, 6, 2, 4, 6, 7, 0, 7, 5, 5, 6, 4, 5, 5, 5, 4, 4, 5, 4, 8, 5, 3, 6, 6, 7, 6, 1, 6, 6, 6, 6, 6, 6, 6, 5, 3, 3, 5
4, 5, 5, 2, 3, 5, 5, 4, 2, 0, 4, 5, 3, 4, 6, 4, 5, 5, 5, 5, 4, 4, 2, 4, 4, 4, 6, 3, 3, 4, 3, 1, 4, 3, 6, 5, 6, 4, 5, 6
