# N jobs:
20
# M tools:
50
# K slots:
10

List of jobs:
18, 48, 21, 40, 20, 38
27, 7, 21, 3, 47, 6, 18, 40, 8, 32
14, 17, 48, 11, 19, 34, 28, 24
34, 5, 45, 3, 27
20, 48, 22, 25, 13
19, 36, 37, 32, 10, 21, 9, 31, 24, 42
42, 29
22, 37, 14, 30
5, 26, 33, 47, 35, 25, 11, 28, 19, 36
39, 38, 3, 2, 30, 21, 26, 34
4
20, 12, 0, 40
2, 20, 10, 8
5, 42, 40, 22, 34, 16, 45
15, 11, 40, 14, 3, 30, 27
30, 20, 6, 1, 34, 23, 3, 31, 0
19, 39, 9, 48, 44, 45, 0, 30
37, 5, 33
41, 47, 19, 37, 1, 22, 39, 3, 21, 36
27, 48, 24, 12

Setup costs:
0, 4, 6, 5, 4, 6, 5, 6, 5, 5, 4, 7, 7, 4, 5, 6, 7, 6, 7, 4, 5, 4, 5, 4, 4, 5, 6, 2, 1, 6, 3, 5, 6, 5, 7, 7, 5, 7, 2, 4, 5, 4, 9, 4, 4, 4, 4, 5, 3, 3
1, 0, 2, 3, 5, 4, 5, 5, 4, 4, 5, 6, 7, 5, 3, 5, 3, 3, 4, 4, 5, 5, 3, 4, 4, 3, 5, 3, 1, 6, 3, 4, 4, 3, 5, 5, 5, 5, 2, 2, 2, 5, 7, 2, 3, 5, 4, 1, 4, 4
3, 2, 0, 2, 4, 4, 5, 5, 3, 2, 4, 6, 5, 4, 1, 5, 5, 4, 2, 5, 4, 3, 4, 4, 3, 3, 6, 2, 3, 6, 5, 5, 2, 5, 5, 4, 5, 3, 4, 4, 4, 4, 5, 4, 4, 4, 2, 3, 3, 3
4, 3, 3, 0, 3, 3, 3, 4, 1, 4, 3, 5, 4, 4, 3, 4, 6, 2, 5, 4, 4, 5, 4, 2, 3, 3, 5, 4, 3, 5, 4, 4, 1, 3, 4, 3, 4, 2, 4, 3, 2, 5, 5, 2, 3, 2, 2, 1, 3, 2
4, 3, 5, 4, 0, 6, 4, 3, 3, 5, 4, 3, 6, 6, 3, 2, 5, 4, 4, 2, 6, 5, 5, 5, 5, 3, 7, 4, 3, 6, 4, 6, 4, 4, 5, 4, 6, 3, 4, 4, 4, 3, 5, 4, 5, 3, 2, 4, 5, 5
4, 3, 4, 4, 6, 0, 5, 5, 4, 5, 6, 6, 7, 4, 3, 5, 6, 4, 6, 6, 3, 5, 6, 3, 4, 5, 5, 4, 4, 4, 2, 4, 4, 3, 3, 6, 4, 5, 4, 5, 2, 6, 5, 4, 3, 4, 4, 4, 3, 5
5, 4, 5, 5, 4, 5, 0, 4, 6, 3, 2, 5, 5, 6, 4, 4, 7, 4, 5, 6, 3, 5, 1, 4, 2, 6, 3, 5, 5, 6, 4, 3, 5, 3, 5, 5, 5, 5, 6, 5, 3, 2, 7, 5, 3, 5, 5, 4, 5, 4
3, 4, 5, 5, 5, 5, 6, 0, 5, 4, 6, 5, 6, 7, 4, 4, 6, 6, 2, 5, 4, 3, 2, 3, 3, 5, 4, 5, 2, 3, 4, 4, 5, 4, 6, 4, 6, 3, 3, 1, 3, 5, 7, 5, 4, 5, 4, 5, 6, 5
4, 3, 5, 3, 5, 5, 2, 3, 0, 5, 4, 7, 3, 5, 4, 6, 6, 1, 5, 7, 5, 5, 3, 4, 4, 6, 5, 5, 4, 6, 3, 5, 4, 4, 7, 5, 5, 5, 5, 4, 3, 4, 8, 2, 4, 5, 5, 4, 6, 5
3, 6, 4, 6, 5, 8, 5, 4, 5, 0, 7, 6, 8, 7, 5, 5, 7, 3, 2, 7, 5, 3, 3, 4, 4, 5, 5, 5, 4, 7, 5, 3, 6, 6, 7, 2, 6, 3, 5, 5, 6, 5, 8, 5, 2, 6, 4, 6, 6, 6
3, 2, 3, 3, 4, 3, 4, 3, 4, 5, 0, 3, 6, 5, 2, 2, 5, 3, 4, 5, 5, 5, 4, 2, 4, 4, 5, 3, 3, 5, 2, 4, 3, 2, 5, 5, 4, 4, 4, 3, 1, 3, 5, 3, 3, 3, 3, 3, 4, 4
4, 4, 5, 2, 4, 5, 5, 4, 3, 6, 5, 0, 6, 4, 4, 4, 7, 3, 5, 3, 6, 5, 5, 4, 5, 5, 7, 4, 5, 7, 5, 3, 3, 4, 6, 4, 6, 4, 6, 4, 3, 5, 4, 1, 2, 4, 4, 3, 5, 4
4, 3, 4, 3, 3, 5, 5, 3, 4, 2, 5, 5, 0, 5, 2, 5, 6, 3, 4, 5, 2, 3, 5, 4, 1, 5, 5, 3, 4, 5, 3, 5, 3, 4, 4, 4, 4, 5, 5, 4, 3, 5, 6, 3, 4, 5, 4, 2, 4, 4
4, 3, 3, 3, 4, 3, 3, 4, 4, 3, 4, 6, 7, 0, 4, 5, 6, 4, 5, 4, 3, 4, 4, 2, 2, 4, 4, 2, 4, 4, 1, 3, 4, 3, 5, 3, 3, 5, 5, 4, 5, 4, 7, 2, 2, 2, 3, 4, 1, 3
2, 1, 3, 1, 3, 3, 4, 4, 2, 3, 3, 6, 5, 3, 0, 5, 4, 3, 5, 4, 3, 5, 3, 3, 2, 3, 5, 1, 2, 5, 4, 5, 1, 4, 4, 3, 4, 3, 3, 3, 3, 3, 4, 3, 4, 3, 2, 2, 2, 2
