# N jobs:
20
# M tools:
50
# K slots:
10

List of jobs:
2, 3, 20, 36, 25, 28, 38, 13, 31, 34
29, 35, 48, 44, 41, 8
0, 32, 29, 34, 35, 16
19, 40, 6, 7
13, 3
7, 42, 3, 5
6, 27, 4, 13
16, 4, 20, 21, 5, 2, 9
33, 37
7, 20, 15, 45, 25, 44
32, 17, 42, 5, 23, 2, 9
5, 45, 27
28, 18, 6, 17, 0, 20, 22, 39
20, 18, 37, 8, 11
14, 46, 18, 24, 3
24, 11, 13, 22, 14
9, 34, 11, 44
32, 33, 9, 22
34, 28, 44, 27, 42, 7, 23
13, 48, 15, 9, 0, 40

Setup costs:
0, 5, 6, 4, 7, 5, 6, 6, 5, 5, 6, 5, 5, 5, 3, 5, 5, 5, 5, 3, 6, 5, 4, 5, 6, 4, 5, 4, 4, 4, 7, 5, 3, 2, 4, 5, 2, 6, 5, 5, 6, 5, 6, 6, 4, 2, 6, 5, 4, 4
6, 0, 3, 4, 6, 4, 3, 2, 4, 2, 4, 1, 4, 4, 4, 2, 3, 2, 5, 2, 4, 3, 4, 4, 3, 3, 6, 1, 3, 4, 4, 4, 2, 3, 3, 3, 4, 1, 2, 2, 1, 3, 5, 4, 4, 5, 5, 2, 1, 2
6, 4, 0, 2, 5, 3, 3, 4, 3, 5, 2, 3, 3, 5, 5, 4, 1, 4, 6, 3, 6, 5, 5, 6, 4, 2, 7, 5, 3, 5, 4, 4, 1, 5, 4, 3, 5, 4, 4, 2, 3, 3, 6, 4, 4, 5, 3, 3, 3, 4
6, 2, 5, 0, 5, 1, 4, 4, 2, 4, 5, 3, 4, 3, 4, 4, 5, 3, 4, 4, 5, 3, 3, 6, 2, 3, 8, 3, 4, 3, 6, 4, 2, 5, 5, 1, 5, 3, 4, 3, 3, 4, 4, 3, 5, 5, 4, 4, 3, 4
7, 5, 2, 3, 0, 4, 3, 3, 3, 2, 3, 4, 4, 5, 3, 4, 2, 6, 6, 2, 6, 4, 5, 5, 4, 3, 4, 3, 4, 2, 2, 5, 3, 4, 1, 4, 4, 6, 4, 3, 4, 3, 6, 5, 4, 2, 4, 5, 5, 5
8, 6, 4, 6, 8, 0, 4, 4, 1, 5, 4, 3, 5, 6, 4, 4, 5, 4, 7, 4, 8, 5, 6, 6, 5, 2, 9, 7, 6, 4, 7, 6, 1, 5, 5, 4, 6, 4, 6, 5, 5, 3, 7, 2, 5, 7, 7, 3, 3, 6
6, 5, 1, 3, 6, 4, 0, 5, 4, 5, 3, 4, 2, 2, 4, 3, 2, 5, 6, 3, 7, 6, 5, 7, 4, 3, 5, 5, 3, 3, 5, 3, 2, 3, 4, 3, 6, 5, 5, 2, 2, 4, 5, 5, 1, 4, 4, 4, 4, 5
4, 4, 4, 2, 7, 3, 3, 0, 4, 4, 5, 4, 3, 3, 2, 4, 4, 5, 6, 4, 7, 5, 5, 2, 4, 3, 6, 5, 4, 3, 7, 2, 2, 1, 3, 3, 6, 5, 4, 3, 4, 4, 6, 3, 2, 3, 6, 4, 4, 6
9, 8, 4, 6, 9, 7, 3, 6, 0, 8, 6, 5, 5, 5, 7, 6, 5, 7, 9, 6, 10, 7, 8, 8, 7, 4, 8, 8, 6, 6, 8, 6, 5, 6, 7, 6, 9, 8, 8, 5, 5, 7, 8, 6, 4, 7, 7, 7, 7, 7
7, 4, 5, 5, 7, 6, 5, 4, 4, 0, 5, 4, 3, 3, 4, 4, 4, 6, 8, 4, 8, 3, 7, 6, 6, 3, 8, 5, 6, 3, 5, 4, 6, 5, 5, 5, 7, 5, 5, 5, 5, 1, 8, 5, 5, 5, 6, 6, 5, 6
4, 5, 3, 3, 6, 4, 2, 6, 3, 5, 0, 5, 1, 4, 5, 5, 2, 4, 5, 4, 6, 6, 4, 8, 3, 4, 7, 6, 2, 4, 5, 5, 4, 5, 5, 2, 6, 4, 5, 1, 2, 2, 5, 3, 3, 6, 4, 4, 5, 3
5, 5, 3, 3, 6, 4, 2, 1, 4, 5, 5, 0, 4, 3, 3, 1, 4, 6, 5, 5, 8, 2, 6, 3, 5, 3, 7, 5, 4, 4, 4, 3, 3, 2, 4, 4, 6, 5, 5, 3, 2, 5, 6, 4, 3, 4, 6, 4, 5, 6
6, 4, 4, 2, 5, 3, 3, 6, 2, 5, 2, 5, 0, 5, 5, 6, 1, 5, 6, 3, 7, 5, 5, 8, 4, 5, 7, 5, 3, 5, 6, 4, 4, 4, 4, 3, 5, 5, 4, 2, 3, 4, 6, 3, 4, 5, 3, 5, 5, 4
4, 5, 2, 3, 6, 4, 2, 3, 4, 5, 3, 2, 3, 0, 5, 1, 2, 4, 5, 3, 6, 4, 4, 5, 3, 4, 5, 6, 4, 5, 5, 1, 3, 4, 4, 2, 6, 4, 5, 3, 2, 5, 5, 5, 3, 2, 4, 4, 5, 5
6, 5, 4, 3, 5, 4, 3, 5, 2, 2, 3, 4, 2, 2, 0, 3, 2, 4, 5, 2, 6, 5, 4, 6, 3, 5, 6, 5, 3, 1, 6, 3, 5, 5, 1, 2, 6, 5, 3, 2, 3, 3, 5, 5, 1, 3, 4, 5, 6, 5
4, 4, 2, 2, 6, 3, 1, 5, 4, 5, 4, 4, 3, 2, 5, 0, 3, 5, 4, 4, 7, 5, 5, 7, 4, 4, 6, 5, 3, 4, 4, 3, 3, 4, 5, 3, 6, 4, 4, 2, 1, 5, 5, 5, 2, 4, 5, 3, 4, 5
5, 3, 3, 1, 4, 2, 2, 5, 3, 4, 1, 4, 2, 4, 5, 5, 0, 4, 5, 2, 6, 4, 4, 7, 3, 4, 6, 4, 2, 4, 5, 5, 3, 5, 3, 2, 4, 4, 3, 1, 2, 3, 5, 4, 3, 5, 2, 4, 4, 3
5, 7, 4, 5, 4, 3, 4, 4, 3, 6, 3, 3, 4, 2, 5, 3, 4, 0, 3, 5, 4, 5, 2, 6, 1, 2, 7, 5, 5, 4, 5, 3, 4, 5, 5, 4, 7, 5, 6, 4, 4, 5, 3, 4, 5, 4, 6, 4, 6, 4
