# N jobs:
20
# M tools:
50
# K slots:
10

List of jobs:
39, 5, 44, 1, 14, 2, 43, 16, 21, 24
35, 36
25
24, 10, 45, 7, 6, 43, 37, 18, 34, 33
33, 12, 10, 36
13, 6, 16, 8, 5
4, 44, 15, 36
34, 28, 21, 39, 8, 44
42, 11, 32, 39, 12, 16, 2, 13, 17
44, 36, 10, 39, 21
10, 24, 6
13, 45, 42
38, 35
39, 19, 20, 43, 30, 11, 7, 21, 46
26, 30, 18
4, 28, 41
29, 8, 30, 42, 47, 44, 12
39, 38, 1, 0, 8, 11, 43, 15, 16
2, 10
42, 15, 10

Setup costs:
0, 4, 3, 4, 4, 4, 3, 2, 4, 5, 5, 2, 3, 6, 1, 3, 2, 3, 2, 3, 4, 2, 4, 4, 5, 4, 5, 3, 1, 2, 4, 2, 4, 3, 4, 3, 4, 4, 1, 4, 5, 5, 6, 4, 5, 4, 4, 3, 3, 1
3, 0, 1, 4, 5, 5, 3, 2, 4, 4, 4, 5, 5, 5, 4, 3, 5, 2, 1, 5, 4, 4, 4, 4, 4, 3, 6, 4, 3, 4, 5, 3, 5, 3, 3, 2, 4, 5, 4, 2, 4, 7, 4, 4, 3, 2, 3, 3, 4, 4
2, 5, 0, 4, 5, 5, 3, 2, 3, 4, 4, 4, 4, 4, 3, 3, 4, 2, 1, 4, 3, 3, 3, 4, 4, 4, 6, 4, 2, 3, 5, 3, 5, 2, 2, 2, 4, 4, 3, 1, 4, 7, 4, 4, 2, 1, 3, 3, 4, 3
4, 1, 2, 0, 4, 5, 4, 3, 5, 5, 5, 5, 4, 6, 5, 2, 6, 3, 2, 2, 4, 4, 3, 5, 2, 4, 5, 3, 4, 5, 6, 3, 3, 4, 3, 3, 3, 5, 5, 3, 5, 8, 5, 3, 4, 3, 4, 4, 4, 5
3, 3, 4, 5, 0, 2, 5, 4, 2, 6, 3, 5, 4, 5, 4, 4, 5, 5, 4, 5, 3, 4, 2, 4, 7, 2, 1, 4, 3, 4, 4, 5, 4, 3, 3, 5, 2, 4, 4, 2, 7, 6, 4, 2, 5, 5, 5, 2, 1, 4
4, 1, 2, 4, 5, 0, 4, 3, 5, 5, 5, 6, 4, 6, 5, 3, 4, 3, 2, 6, 5, 5, 5, 3, 5, 4, 6, 5, 4, 5, 3, 4, 4, 4, 4, 3, 4, 6, 5, 3, 5, 7, 5, 4, 4, 3, 4, 1, 5, 4
6, 3, 4, 2, 6, 5, 0, 5, 4, 5, 4, 4, 5, 6, 3, 4, 6, 5, 4, 2, 5, 4, 5, 7, 4, 5, 7, 1, 5, 5, 6, 3, 5, 4, 3, 5, 5, 6, 7, 3, 7, 8, 7, 4, 6, 5, 6, 6, 4, 6
5, 3, 3, 3, 3, 5, 1, 0, 5, 6, 5, 3, 6, 4, 4, 5, 4, 5, 4, 3, 5, 5, 2, 3, 5, 5, 4, 2, 4, 5, 3, 4, 3, 4, 4, 5, 4, 6, 5, 4, 7, 9, 6, 4, 5, 4, 6, 1, 4, 4
4, 3, 4, 3, 4, 6, 3, 2, 0, 7, 2, 5, 3, 6, 5, 2, 6, 5, 4, 4, 3, 3, 4, 4, 5, 1, 5, 4, 1, 2, 4, 5, 3, 4, 4, 5, 3, 5, 5, 3, 7, 6, 5, 3, 5, 4, 5, 3, 5, 2
6, 5, 6, 7, 8, 4, 6, 5, 5, 0, 7, 8, 5, 9, 7, 6, 6, 5, 4, 8, 5, 5, 5, 3, 5, 6, 6, 6, 4, 5, 5, 6, 4, 4, 4, 5, 4, 5, 4, 7, 6, 3, 6, 7, 3, 3, 6, 5, 5, 7
